#iID	iAbilityType	sAbilityID	sBookTip	sBookImage	sLink
21238	29	刀剑啸	刀剑十杀第十式，刀剑蓄劲，长啸而发，削金断玉，披荆斩棘。<br>范围：直线二格内全体敌方<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。<br>[5E0B08]狂暴[-]：对己正面状态，提升攻击力，持续3回合。	RoutinImage917	70049
21239	29	追魂夺魄	幽冥十三式第一式，双剑在一瞬之间朝对手刺出数十剑，对手反应再快亦无所遁形。待得练到运气成剑的程度，上百道气剑可随意而发。<br>范围：直线四格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]追魂[-]：对己立即状态，当下攻击必定命中。	RoutinImage935	70050
21240	29	无常索命	幽冥十三式第四式，双剑刺向对手兵刃，附以黏劲，以双剑将对手强拉过来。练到运气成剑时，吸力更是大到如无形漩涡一般。范围：直线三格内全体敌方<br>[5E0B08]捉影[-]：对敌立即状态，拉近至身旁一格内。<br>[5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。	RoutinImage935	70050
21241	29	阎王落笔	幽冥十三式第十三式，双剑轮转，朝四面八方挥削劈砍。练到运气成剑时，有如天降万剑，剑气自然而然围绕于身。<br>范围：周围二格内全体敌方<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。<br>[5E0B08]心剑[-]：对己正面状态，周围二格内敌方单位持续受到剑气伤害，持续3回合。	RoutinImage935	70050
21242	29	刀剑合	刀剑归真总诀，刀剑并用，横削直劈，斩划戳刺，以刀补剑，以剑补刀。<br>范围：一格大扇形内全体敌方<br>[5E0B08]识破[-]：对己正面状态，提升暴击率，持续3回合。<br>[5E0B08]横练[-]：对己正面状态，提升防御力，持续3回合。	RoutinImage916	70051
21243	29	总诀刀	九转绝命刀总诀，单刀刃阔善格，主守御。<br>范围：周围一格内全体敌方<br>[5E0B08]霸体[-]：对己正面状态，免疫任何伤害，持续1回合。<br>[5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。	RoutinImage916	70051
21244	29	总诀剑	天门十三剑总诀，长剑尖锐善破，主进攻。<br>范围：周围一格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage916	70051
21245	22	江上弄笛	辟邪剑法第十三式，飞身而起，以极快的速度挥出虚实两剑，剑上暗运吸星大法，兵刃体肤一旦相交便能吸取对手内力。<br>范围：一格大扇形内全体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]吸星[-]：对己正面状态，攻击时吸收部分伤害回复内力，持续3回合。	RoutinImage936	70052
21246	22	飞燕穿柳	辟邪剑法第三十六式，催动内力，身形飘忽，直如鬼魅，见之在前，忽焉在后。<br>范围：三格内单体敌方<br>[5E0B08]辟邪[-]：对己立即状态，必定连击，必定命中。<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。	RoutinImage936	70052
21247	22	扫荡群魔	辟邪剑法第七十一式，手捏剑诀，纵身而起，落地横扫；内力催动之下，能够瞬间提升脚力进行追击。<br>范围：周遭一格内全体敌方<br>[5E0B08]辟邪[-]：对己立即状态，必定连击，必定命中。<br>[5E0B08]神行[-]：对己正面状态，提升移动力、移动等级，持续3回合。	RoutinImage936	70052
21248	29	毒钳啮刺	百足蜈钩第一式，双钩挥舞，开肌剖肤，刃上喂毒，极其阴狠，对手稍有不慎还会遭多刺的钩刃所伤。<br>范围：二格扇形内全体敌方<br>[5E0B08]反伤[-]：对己正面状态，反弹大量伤害，持续2回合。<br>[5E0B08]剧毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。	RoutinImage922	70053
21249	29	百足爪挠	百足蜈钩第二式，双钩挥出，倒钩紧紧咬住对手身躯，硬是将对手扯向身旁，手法极其凶残。<br>范围：三格扇形内全体敌方<br>[5E0B08]捉影[-]：对敌立即状态，拉近至身旁一格内。<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。	RoutinImage922	70053
21250	29	热地蚰蜒	百足蜈钩第六式，腾空借势，落地轮转，双钩如镰刀般横扫周围。<br>范围：周遭一格内全体敌方<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。<br>[5E0B08]百足[-]：对己正面状态，周围一格内的敌方持续损失少量气血；自身受到攻击时反弹一半伤害，持续3回合。	RoutinImage922	70053
21251	22	金蛇吐信	金蛇剑法第一式，长剑向外点出，如毒蛇吐信一般，感知四周后向对手要害一剑刺去。<br>范围：二格内单体敌方<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。<br>[5E0B08]感知[-]：对己正面状态，必定命中，持续2回合。	RoutinImage930	70054
21252	22	杯弓蛇影	金蛇剑法第三式，上撩献弓，进柄推杯，横斩见影，三剑虚实交错，一气呵成。<br>范围：一格大扇形内全体敌方<br>[5E0B08]目盲[-]：对敌负面状态，降低命中率，持续1至3回合。<br>[5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。	RoutinImage930	70054
21253	22	金蛇狂舞	金蛇剑法第十式，剑上喂毒，剑如万蛇钻洞，杂乱无章，实则早已算准对手万难防御之所在。<br>范围：周遭一格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]剧毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。	RoutinImage930	70054
21254	26	血飞花	蛊血神弹第一式，凝血成弹，飞掷而出，专打足胫，血弹透体而入，瞬间废去对手双足。沈澜谓血弹飞舞如花，故得此名。<br>范围：周遭一格内全体敌方<br>[5E0B08]七彩蛊毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。<br>[5E0B08]断筋[-]：对敌负面状态，降低移动力、行动等级，持续1至3回。	RoutinImage938	70055
21255	26	乱红尘	蛊血神弹第二式，手中鲜血向天洒去，降下一片毒血雾。沈澜谓毒雾天降，搅乱世间，故得此名。<br>范围：周遭二格内全体敌方<br>[5E0B08]七彩蛊毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。<br>[5E0B08]断筋[-]：对敌负面状态，降低移动力、行动等级，持续1至3回。	RoutinImage938	70055
21256	26	满江红	蛊血神弹第三式，使手上毒血凝结如铁珠，成串接连甩出。沈澜谓此招穿筋透骨，伤敌无数，犹如一条被血染红的大江，故取此名。<br>范围：直线四格内全体敌方<br>[5E0B08]七彩蛊毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage938	70055
21257	20	抽丝剥茧	缠丝八爪第一式，将毒劲运于指爪之上，一抓一挠之间逐步化去对手内力。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]散功[-]：对敌负面状态，每回合持续失去内力，持续3回合。	RoutinImage918	70056
21258	20	千丝万缕	缠丝八爪第三式，左抓右划，专攻下盘，诱敌进击，反身回扑。范围：一格大扇形内全体敌方<br>[5E0B08]天罗地网[-]：对敌负面状态，无法移动、无法闪避；攻击、防御降低，持续2回合。<br>[5E0B08]中毒[-]：对敌负面状态，降低攻击、防御、暴击、闪避，每回合损失气血、内力，持续5回合。	RoutinImage918	70056
21259	20	命若悬丝	缠丝八爪第七式，双爪翻飞，划伤对手各处肌肤，使毒劲迅速渗入血脉之中，中者全身麻痹。<br>范围：一格内单体敌方<br>[5E0B08]点穴[-]：对敌负面状态，无法行动，持续1回合。<br>[5E0B08]剧毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。	RoutinImage918	70056
21260	19	拒辙式	螳螂拳第一式，拟掌为螳臂，朝对手关节连环三击。<br>范围：一格大扇形内全体敌方<br>[5E0B08]螳臂挡车[-]：对己正面状态，提升防御力，必定反击，持续1回合。<br>[5E0B08]断筋[-]：对敌负面状态，降低移动力、行动等级，持续1至3回。	RoutinImage934	70057
21261	19	飞翅式	螳螂拳第二式，虚招诱敌，待对手出招之际，以巧妙身法借力飞身至对手身后突袭。<br>范围：一格内单体敌方<br>[5E0B08]神行[-]：对己正面状态，提升移动力、移动等级，持续3回合。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage934	70057
21262	19	捕蝉式	螳螂拳第七式，双臂疾点，发招极快，透过击打对手各大要穴，可将对手功力导引吸纳至自身，为螳螂拳中最为精妙的一招。<br>范围：二格内单体敌方<br>[5E0B08]螳螂捕蝉[-]：对己立即状态，必定暴击且必定命中，吸收所有当次伤害恢复自身气血。<br>[5E0B08]点穴[-]：对敌负面状态，无法行动，持续1回合。	RoutinImage934	70057
21263	23	生公说法	慈悲刀法第一式，竺道生入虎丘山，聚石为徒，讲涅盘经，群石皆点头。口诵涅盘经，脚踏刀砸，逼开对手兵刃，不做进一步追击。<br>范围：一格大扇形内全体敌方<br>[5E0B08]顽石点头[-]：对己正面状态，自身周围一格内的敌方攻击、防御力降低，持续1回合。	RoutinImage919	70058
21264	23	苦海无边	慈悲刀法第二式，苦海无边，回头是岸。脚踢敌腕，回身一斩，将周遭对手兵刃击飞。此招状似激进，实则挥刀角度有所拿捏，仅逼对手将兵刃撤去。<br>范围：周遭一格内全体敌方<br>[5E0B08]回头是岸[-]：对敌负面状态，无法攻击，持续1回合。	RoutinImage919	70058
21265	23	放下屠刀	慈悲刀法第三式，放下屠刀，立地成佛。口宣佛号，舞刀乱击，以深厚内力护住友方，弹开对手兵刃和内劲，对手进攻时施力愈强，其后所受反噬之力也愈大。<br>范围：周遭一格内全体敌方<br>[5E0B08]立地成佛[-]：对己正面状态，自身反弹三倍伤害；保护一格内队友，自身每次受击时回复气血，持续一回合。	RoutinImage919	70058
21266	26	臭泥弹	臭垢功第一式，将身上污垢捏成一粒弹丸，朝对手眼脸掷去。<br>范围：三格内单体敌方<br>[5E0B08]恶臭[-]：对敌负面状态，攻击、闪避大幅降低，持续3回合。<br>[5E0B08]鲍鱼之肆[-]：周身一格灵气，使敌方战斗能力下降。	RoutinImage940	70048
21267	26	秽垢爆弹	臭垢功第二式，混合多个臭泥弹同时掷出，击中目标时将在目标周围产生剧烈恶臭。<br>范围：三格内溅射一格敌方<br>[5E0B08]恶心[-]：对敌负面状态，攻击、防御力大幅降低，无法移动、攻击，持续2回合。<br>[5E0B08]鲍鱼之肆[-]：周身一格灵气，使敌方战斗能力下降。	RoutinImage940	70048
21268	26	三折肱	药王神针第一式，三折肱知为良医。三针导脉，针到病除。<br>范围：四格内单体友方<br>[5E0B08]三折肱[-]：对友正面状态，暴击、反击、闪避率提升5%；持续2回合。<br>[5E0B08]感化[-]：对友立即状态，解除所有负面状态。	RoutinImage923	70059
21269	26	百病身	药王神针第二式，金针截脉，诱生百病。<br>范围：三格扇形内全体敌方<br>[5E0B08]百病身[-]：对敌负面状态，降低攻击力、防御力；无法暴击；无法反击；无法闪躲；持续2回合。	RoutinImage923	70059
21270	26	千金方	药王神针第三式，人命至重，贵于干金，一方济之，德逾于此。金针导气，脱胎换骨<br>范围：三格扇形内全体友方<br>[5E0B08]千金方[-]：对友正面状态，提升攻击力、防御力、暴击、反击、闪避率，持续3回合。<br>[5E0B08]驱除[-]：对友立即状态，解除一个负面状态。	RoutinImage923	70059
21271	20	杜康鸡神功	杜康鸡神所授之武学，经过一次又一次的身教，你终于学会了此套武功，其威力大小关乎习练者的悟性。	RoutinImage926	10708
21272	20	庐山升鸡霸	范围：一格范围内全体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]震击[-]：对敌立即状态，震退一格。<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。	RoutinImage926	10708
21273	20	凤爪七连杀	范围：一格内溅射一格敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br>[5E0B08]捉影[-]：对敌立即状态，拉近至身旁一格内。	RoutinImage926	10708
21274	19	无敌极限流	由地下格斗场的神秘人所传授，熟练运用经脉之气，或强化自身肉体，或外放真气伤敌，学习此武学必须有极高的悟性，内功越强，威力越高。	RoutinImage01	10709
21275	19	升龙拳	范围：一格范围内全体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。<br>[5E0B08]追魂[-]：对己立即状态，当下攻击必定命中。	RoutinImage01	10709
21276	19	旋风脚	范围：二格范围内全体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。<br>[5E0B08]捉影[-]：对敌立即状态，拉近至身旁一格内。	RoutinImage01	10709
21277	19	气功波	范围：直线五格内全体敌方<br>[5E0B08]杀意波动[-]：强大的波动气流，引发内心深处的杀意。造成额外伤害，敌方气血越高，伤害越大。	RoutinImage01	10709
21278	26	唐门大散手	四川唐家独门的暗器手法，以刁钻古怪手法掷出暗器，令人难以预测来路，防不胜防。如今的唐门大散手乃经数代掌门去芜存菁后，所留下的精华。暗器越高者越能发挥其威力。	RoutinImage09	70060
21279	26	飞星掷	唐门大散手第一式，内劲附于暗器之上，掷出后直如流星飞堕之势。<br>范围：四格内单体敌方。<br>[5E0B08]破绽[-]：人物被暴击的机率增加。	RoutinImage09	70060
21280	26	夺魂陷	唐门大散手第二式，设下独门火器，在引爆的同时散布毒烟，对手即便没有被炸伤，一旦吸入毒烟亦是命不久矣。<br>范围：三格内溅射一格敌方。<br>[5E0B08]断筋[-]：移动格数-2，行动等级-2。<br>[5E0B08]中毒[-]：攻击、防御、暴击、闪避降低10%，气血、内力每回合损失5%，持续5回合。	RoutinImage09	70060
21281	26	暴雨梨花	唐门大散手第三式，暗器犹如狂风骤雨落下，三步之内，难以幸免。<br>范围：三格内溅射一格敌方。<br>[5E0B08]无视[-]：无视对方防御。<br>[5E0B08]追魂[-]：当次攻击必定命中。	RoutinImage09	70060
